i,j,k,x_center_m,y_center_m,z_center_m,temperature_k
21,2,13,0.0205,0.0015,0.0125,300.0001511488502
22,2,13,0.021500000000000002,0.0015,0.0125,300.00005488553995
23,2,13,0.0225,0.0015,0.0125,300.00001890600674
24,2,13,0.0235,0.0015,0.0125,300.0000061814123
25,2,13,0.0245,0.0015,0.0125,300.00000191936
26,2,13,0.025500000000000002,0.0015,0.0125,300.00000056626374
27,2,13,0.0265,0.0015,0.0125,300.0000001588055
28,2,13,0.0275,0.0015,0.0125,300.0000000423513
29,2,13,0.0285,0.0015,0.0125,300.0000000107441
30,2,13,0.029500000000000002,0.0015,0.0125,300.00000000259365
31,2,13,0.0305,0.0015,0.0125,300.0000000005966
32,2,13,0.0315,0.0015,0.0125,300.0000000001394
1,3,13,0.0005,0.0025,0.0125,300.1617160271429
2,3,13,0.0015,0.0025,0.0125,300.28877488903106
3,3,13,0.0025,0.0025,0.0125,300.4162014179943
4,3,13,0.0035,0.0025,0.0125,300.5159204881329
5,3,13,0.0045000000000000005,0.0025,0.0125,300.56853774646993
6,3,13,0.0055,0.0025,0.0125,300.5678423342388
7,3,13,0.006500000000000001,0.0025,0.0125,300.52025883085844
8,3,13,0.0075,0.0025,0.0125,300.44070556066424
9,3,13,0.0085,0.0025,0.0125,300.3470065008802
10,3,13,0.0095,0.0025,0.0125,300.2549382735274
11,3,13,0.0105,0.0025,0.0125,300.1752523382123
12,3,13,0.0115,0.0025,0.0125,300.1129726874448
13,3,13,0.0125,0.0025,0.0125,300.06841223582535
14,3,13,0.0135,0.0025,0.0125,300.038975649038
15,3,13,0.0145,0.0025,0.0125,300.02091780079763
16,3,13,0.0155,0.0025,0.0125,300.01058775429004
17,3,13,0.0165,0.0025,0.0125,300.0050595462821
18,3,13,0.0175,0.0025,0.0125,300.0022848393198
19,3,13,0.0185,0.0025,0.0125,300.0009759333194
20,3,13,0.0195,0.0025,0.0125,300.0003946028866
21,3,13,0.0205,0.0025,0.0125,300.0001511488502
22,3,13,0.021500000000000002,0.0025,0.0125,300.00005488553995
23,3,13,0.0225,0.0025,0.0125,300.00001890600674
24,3,13,0.0235,0.0025,0.0125,300.0000061814123
25,3,13,0.0245,0.0025,0.0125,300.00000191936
26,3,13,0.025500000000000002,0.0025,0.0125,300.00000056626374
27,3,13,0.0265,0.0025,0.0125,300.0000001588055
28,3,13,0.0275,0.0025,0.0125,300.0000000423513
29,3,13,0.0285,0.0025,0.0125,300.0000000107441
30,3,13,0.029500000000000002,0.0025,0.0125,300.00000000259365
31,3,13,0.0305,0.0025,0.0125,300.0000000005966
32,3,13,0.0315,0.0025,0.0125,300.0000000001394
1,4,13,0.0005,0.0035,0.0125,300.1617160271429
2,4,13,0.0015,0.0035,0.0125,300.28877488903106
3,4,13,0.0025,0.0035,0.0125,300.4162014179943
4,4,13,0.0035,0.0035,0.0125,300.5159204881329
5,4,13,0.0045000000000000005,0.0035,0.0125,300.56853774646993
6,4,13,0.0055,0.0035,0.0125,300.5678423342388
7,4,13,0.006500000000000001,0.0035,0.0125,300.52025883085844
8,4,13,0.0075,0.0035,0.0125,300.44070556066424
9,4,13,0.0085,0.0035,0.0125,300.3470065008802
10,4,13,0.0095,0.0035,0.0125,300.2549382735274
11,4,13,0.0105,0.0035,0.0125,300.1752523382123
12,4,13,0.0115,0.0035,0.0125,300.1129726874448
13,4,13,0.0125,0.0035,0.0125,300.06841223582535
14,4,13,0.0135,0.0035,0.0125,300.038975649038
15,4,13,0.0145,0.0035,0.0125,300.02091780079763
16,4,13,0.0155,0.0035,0.0125,300.01058775429004
17,4,13,0.0165,0.0035,0.0125,300.0050595462821
18,4,13,0.0175,0.0035,0.0125,300.0022848393198
19,4,13,0.0185,0.0035,0.0125,300.0009759333194
20,4,13,0.0195,0.0035,0.0125,300.0003946028866
21,4,13,0.0205,0.0035,0.0125,300.0001511488502
22,4,13,0.021500000000000002,0.0035,0.0125,300.00005488553995
23,4,13,0.0225,0.0035,0.0125,300.00001890600674
24,4,13,0.0235,0.0035,0.0125,300.0000061814123
25,4,13,0.0245,0.0035,0.0125,300.00000191936
26,4,13,0.025500000000000002,0.0035,0.0125,300.00000056626374
27,4,13,0.0265,0.0035,0.0125,300.0000001588055
28,4,13,0.0275,0.0035,0.0125,300.0000000423513
29,4,13,0.0285,0.0035,0.0125,300.0000000107441
30,4,13,0.029500000000000002,0.0035,0.0125,300.00000000259365
31,4,13,0.0305,0.0035,0.0125,300.0000000005966
32,4,13,0.0315,0.0035,0.0125,300.0000000001394
1,5,13,0.0005,0.0045000000000000005,0.0125,300.1617160271429
2,5,13,0.0015,0.0045000000000000005,0.0125,300.28877488903106
3,5,13,0.0025,0.0045000000000000005,0.0125,300.4162014179943
4,5,13,0.0035,0.0045000000000000005,0.0125,300.5159204881329
5,5,13,0.0045000000000000005,0.0045000000000000005,0.0125,300.56853774646993
6,5,13,0.0055,0.0045000000000000005,0.0125,300.5678423342388
7,5,13,0.006500000000000001,0.0045000000000000005,0.0125,300.52025883085844
8,5,13,0.0075,0.0045000000000000005,0.0125,300.44070556066424
9,5,13,0.0085,0.0045000000000000005,0.0125,300.3470065008802
10,5,13,0.0095,0.0045000000000000005,0.0125,300.2549382735274
11,5,13,0.0105,0.0045000000000000005,0.0125,300.1752523382123
12,5,13,0.0115,0.0045000000000000005,0.0125,300.1129726874448
13,5,13,0.0125,0.0045000000000000005,0.0125,300.06841223582535
14,5,13,0.0135,0.0045000000000000005,0.0125,300.038975649038
15,5,13,0.0145,0.0045000000000000005,0.0125,300.02091780079763
16,5,13,0.0155,0.0045000000000000005,0.0125,300.01058775429004
17,5,13,0.0165,0.0045000000000000005,0.0125,300.0050595462821
18,5,13,0.0175,0.0045000000000000005,0.0125,300.0022848393198
19,5,13,0.0185,0.0045000000000000005,0.0125,300.0009759333194
20,5,13,0.0195,0.0045000000000000005,0.0125,300.0003946028866
21,5,13,0.0205,0.0045000000000000005,0.0125,300.0001511488502
22,5,13,0.021500000000000002,0.0045000000000000005,0.0125,300.00005488553995
23,5,13,0.0225,0.0045000000000000005,0.0125,300.00001890600674
24,5,13,0.0235,0.0045000000000000005,0.0125,300.0000061814123
25,5,13,0.0245,0.0045000000000000005,0.0125,300.00000191936
26,5,13,0.025500000000000002,0.0045000000000000005,0.0125,300.00000056626374
27,5,13,0.0265,0.0045000000000000005,0.0125,300.0000001588055
28,5,13,0.0275,0.0045000000000000005,0.0125,300.0000000423513
29,5,13,0.0285,0.0045000000000000005,0.0125,300.0000000107441
30,5,13,0.029500000000000002,0.0045000000000000005,0.0125,300.00000000259365
31,5,13,0.0305,0.0045000000000000005,0.0125,300.0000000005966
32,5,13,0.0315,0.0045000000000000005,0.0125,300.0000000001394
1,6,13,0.0005,0.0055,0.0125,300.1617160271429
2,6,13,0.0015,0.0055,0.0125,300.28877488903106
3,6,13,0.0025,0.0055,0.0125,300.4162014179943
4,6,13,0.0035,0.0055,0.0125,300.5159204881329
5,6,13,0.0045000000000000005,0.0055,0.0125,300.56853774646993
6,6,13,0.0055,0.0055,0.0125,300.5678423342388
7,6,13,0.006500000000000001,0.0055,0.0125,300.52025883085844
8,6,13,0.0075,0.0055,0.0125,300.44070556066424
9,6,13,0.0085,0.0055,0.0125,300.3470065008802
10,6,13,0.0095,0.0055,0.0125,300.2549382735274
11,6,13,0.0105,0.0055,0.0125,300.1752523382123
12,6,13,0.0115,0.0055,0.0125,300.1129726874448
13,6,13,0.0125,0.0055,0.0125,300.06841223582535
14,6,13,0.0135,0.0055,0.0125,300.038975649038
15,6,13,0.0145,0.0055,0.0125,300.02091780079763
16,6,13,0.0155,0.0055,0.0125,300.01058775429004
17,6,13,0.0165,0.0055,0.0125,300.0050595462821
18,6,13,0.0175,0.0055,0.0125,300.0022848393198
19,6,13,0.0185,0.0055,0.0125,300.0009759333194
20,6,13,0.0195,0.0055,0.0125,300.0003946028866
21,6,13,0.0205,0.0055,0.0125,300.0001511488502
22,6,13,0.021500000000000002,0.0055,0.0125,300.00005488553995
23,6,13,0.0225,0.0055,0.0125,300.00001890600674
24,6,13,0.0235,0.0055,0.0125,300.0000061814123
25,6,13,0.0245,0.0055,0.0125,300.00000191936
26,6,13,0.025500000000000002,0.0055,0.0125,300.00000056626374
27,6,13,0.0265,0.0055,0.0125,300.0000001588055
28,6,13,0.0275,0.0055,0.0125,300.0000000423513
29,6,13,0.0285,0.0055,0.0125,300.0000000107441
30,6,13,0.029500000000000002,0.0055,0.0125,300.00000000259365
31,6,13,0.0305,0.0055,0.0125,300.0000000005966
32,6,13,0.0315,0.0055,0.0125,300.0000000001394
1,7,13,0.0005,0.006500000000000001,0.0125,300.1617160271429
2,7,13,0.0015,0.006500000000000001,0.0125,300.28877488903106
3,7,13,0.0025,0.006500000000000001,0.0125,300.4162014179943
4,7,13,0.0035,0.006500000000000001,0.0125,300.5159204881329
5,7,13,0.0045000000000000005,0.006500000000000001,0.0125,300.56853774646993
6,7,13,0.0055,0.006500000000000001,0.0125,300.5678423342388
7,7,13,0.006500000000000001,0.006500000000000001,0.0125,300.52025883085844
8,7,13,0.0075,0.006500000000000001,0.0125,300.44070556066424
9,7,13,0.0085,0.006500000000000001,0.0125,300.3470065008802
10,7,13,0.0095,0.006500000000000001,0.0125,300.2549382735274
11,7,13,0.0105,0.006500000000000001,0.0125,300.1752523382123
12,7,13,0.0115,0.006500000000000001,0.0125,300.1129726874448
13,7,13,0.0125,0.006500000000000001,0.0125,300.06841223582535
14,7,13,0.0135,0.006500000000000001,0.0125,300.038975649038
15,7,13,0.0145,0.006500000000000001,0.0125,300.02091780079763
16,7,13,0.0155,0.006500000000000001,0.0125,300.01058775429004
17,7,13,0.0165,0.006500000000000001,0.0125,300.0050595462821
18,7,13,0.0175,0.006500000000000001,0.0125,300.0022848393198
19,7,13,0.0185,0.006500000000000001,0.0125,300.0009759333194
20,7,13,0.0195,0.006500000000000001,0.0125,300.0003946028866
21,7,13,0.0205,0.006500000000000001,0.0125,300.0001511488502
22,7,13,0.021500000000000002,0.006500000000000001,0.0125,300.00005488553995
23,7,13,0.0225,0.006500000000000001,0.0125,300.00001890600674
24,7,13,0.0235,0.006500000000000001,0.0125,300.0000061814123
25,7,13,0.0245,0.006500000000000001,0.0125,300.00000191936
26,7,13,0.025500000000000002,0.006500000000000001,0.0125,300.00000056626374
27,7,13,0.0265,0.006500000000000001,0.0125,300.0000001588055
28,7,13,0.0275,0.006500000000000001,0.0125,300.0000000423513
29,7,13,0.0285,0.006500000000000001,0.0125,300.0000000107441
30,7,13,0.029500000000000002,0.006500000000000001,0.0125,300.00000000259365
31,7,13,0.0305,0.006500000000000001,0.0125,300.0000000005966
32,7,13,0.0315,0.006500000000000001,0.0125,300.0000000001394
1,8,13,0.0005,0.0075,0.0125,300.1617160271429
2,8,13,0.0015,0.0075,0.0125,300.28877488903106
3,8,13,0.0025,0.0075,0.0125,300.4162014179943
4,8,13,0.0035,0.0075,0.0125,300.5159204881329
5,8,13,0.0045000000000000005,0.0075,0.0125,300.56853774646993
6,8,13,0.0055,0.0075,0.0125,300.5678423342388
7,8,13,0.006500000000000001,0.0075,0.0125,300.52025883085844
8,8,13,0.0075,0.0075,0.0125,300.44070556066424
9,8,13,0.0085,0.0075,0.0125,300.3470065008802
10,8,13,0.0095,0.0075,0.0125,300.2549382735274
11,8,13,0.0105,0.0075,0.0125,300.1752523382123
12,8,13,0.0115,0.0075,0.0125,300.1129726874448
13,8,13,0.0125,0.0075,0.0125,300.06841223582535
14,8,13,0.0135,0.0075,0.0125,300.038975649038
15,8,13,0.0145,0.0075,0.0125,300.02091780079763
16,8,13,0.0155,0.0075,0.0125,300.01058775429004
17,8,13,0.0165,0.0075,0.0125,300.0050595462821
18,8,13,0.0175,0.0075,0.0125,300.0022848393198
19,8,13,0.0185,0.0075,0.0125,300.0009759333194
20,8,13,0.0195,0.0075,0.0125,300.0003946028866
21,8,13,0.0205,0.0075,0.0125,300.0001511488502
22,8,13,0.021500000000000002,0.0075,0.0125,300.00005488553995
23,8,13,0.0225,0.0075,0.0125,300.00001890600674
24,8,13,0.0235,0.0075,0.0125,300.0000061814123
25,8,13,0.0245,0.0075,0.0125,300.00000191936
26,8,13,0.025500000000000002,0.0075,0.0125,300.00000056626374
27,8,13,0.0265,0.0075,0.0125,300.0000001588055
28,8,13,0.0275,0.0075,0.0125,300.0000000423513
29,8,13,0.0285,0.0075,0.0125,300.0000000107441
30,8,13,0.029500000000000002,0.0075,0.0125,300.00000000259365
31,8,13,0.0305,0.0075,0.0125,300.0000000005966
32,8,13,0.0315,0.0075,0.0125,300.0000000001394
1,9,13,0.0005,0.0085,0.0125,300.1617160271429
2,9,13,0.0015,0.0085,0.0125,300.28877488903106
3,9,13,0.0025,0.0085,0.0125,300.4162014179943
4,9,13,0.0035,0.0085,0.0125,300.5159204881329
5,9,13,0.0045000000000000005,0.0085,0.0125,300.56853774646993
6,9,13,0.0055,0.0085,0.0125,300.5678423342388
7,9,13,0.006500000000000001,0.0085,0.0125,300.52025883085844
8,9,13,0.0075,0.0085,0.0125,300.44070556066424
9,9,13,0.0085,0.0085,0.0125,300.3470065008802
10,9,13,0.0095,0.0085,0.0125,300.2549382735274
11,9,13,0.0105,0.0085,0.0125,300.1752523382123
12,9,13,0.0115,0.0085,0.0125,300.1129726874448
13,9,13,0.0125,0.0085,0.0125,300.06841223582535
14,9,13,0.0135,0.0085,0.0125,300.038975649038
15,9,13,0.0145,0.0085,0.0125,300.02091780079763
16,9,13,0.0155,0.0085,0.0125,300.01058775429004
17,9,13,0.0165,0.0085,0.0125,300.0050595462821
18,9,13,0.0175,0.0085,0.0125,300.0022848393198
19,9,13,0.0185,0.0085,0.0125,300.0009759333194
20,9,13,0.0195,0.0085,0.0125,300.0003946028866
21,9,13,0.0205,0.0085,0.0125,300.0001511488502
22,9,13,0.021500000000000002,0.0085,0.0125,300.00005488553995
23,9,13,0.0225,0.0085,0.0125,300.00001890600674
24,9,13,0.0235,0.0085,0.0125,300.0000061814123
25,9,13,0.0245,0.0085,0.0125,300.00000191936
26,9,13,0.025500000000000002,0.0085,0.0125,300.00000056626374
27,9,13,0.0265,0.0085,0.0125,300.0000001588055
28,9,13,0.0275,0.0085,0.0125,300.0000000423513
29,9,13,0.0285,0.0085,0.0125,300.0000000107441
30,9,13,0.029500000000000002,0.0085,0.0125,300.00000000259365
31,9,13,0.0305,0.0085,0.0125,300.0000000005966
32,9,13,0.0315,0.0085,0.0125,300.0000000001394
1,10,13,0.0005,0.0095,0.0125,300.1617160271429
2,10,13,0.0015,0.0095,0.0125,300.28877488903106
3,10,13,0.0025,0.0095,0.0125,300.4162014179943
4,10,13,0.0035,0.0095,0.0125,300.5159204881329
5,10,13,0.0045000000000000005,0.0095,0.0125,300.56853774646993
6,10,13,0.0055,0.0095,0.0125,300.5678423342388
7,10,13,0.006500000000000001,0.0095,0.0125,300.52025883085844
8,10,13,0.0075,0.0095,0.0125,300.44070556066424
9,10,13,0.0085,0.0095,0.0125,300.3470065008802
10,10,13,0.0095,0.0095,0.0125,300.2549382735274
11,10,13,0.0105,0.0095,0.0125,300.1752523382123
12,10,13,0.0115,0.0095,0.0125,300.1129726874448
13,10,13,0.0125,0.0095,0.0125,300.06841223582535
14,10,13,0.0135,0.0095,0.0125,300.038975649038
15,10,13,0.0145,0.0095,0.0125,300.02091780079763
16,10,13,0.0155,0.0095,0.0125,300.01058775429004
17,10,13,0.0165,0.0095,0.0125,300.0050595462821
18,10,13,0.0175,0.0095,0.0125,300.0022848393198
19,10,13,0.0185,0.0095,0.0125,300.0009759333194
20,10,13,0.0195,0.0095,0.0125,300.0003946028866
21,10,13,0.0205,0.0095,0.0125,300.0001511488502
22,10,13,0.021500000000000002,0.0095,0.0125,300.00005488553995
23,10,13,0.0225,0.0095,0.0125,300.00001890600674
24,10,13,0.0235,0.0095,0.0125,300.0000061814123
25,10,13,0.0245,0.0095,0.0125,300.00000191936
26,10,13,0.025500000000000002,0.0095,0.0125,300.00000056626374
27,10,13,0.0265,0.0095,0.0125,300.0000001588055
28,10,13,0.0275,0.0095,0.0125,300.0000000423513
29,10,13,0.0285,0.0095,0.0125,300.0000000107441
30,10,13,0.029500000000000002,0.0095,0.0125,300.00000000259365
31,10,13,0.0305,0.0095,0.0125,300.0000000005966
32,10,13,0.0315,0.0095,0.0125,300.0000000001394
1,11,13,0.0005,0.0105,0.0125,300.1617160271429
2,11,13,0.0015,0.0105,0.0125,300.28877488903106
3,11,13,0.0025,0.0105,0.0125,300.4162014179943
4,11,13,0.0035,0.0105,0.0125,300.5159204881329
5,11,13,0.0045000000000000005,0.0105,0.0125,300.56853774646993
6,11,13,0.0055,0.0105,0.0125,300.5678423342388
7,11,13,0.006500000000000001,0.0105,0.0125,300.52025883085844
8,11,13,0.0075,0.0105,0.0125,300.44070556066424
9,11,13,0.0085,0.0105,0.0125,300.3470065008802
10,11,13,0.0095,0.0105,0.0125,300.2549382735274
11,11,13,0.0105,0.0105,0.0125,300.1752523382123
12,11,13,0.0115,0.0105,0.0125,300.1129726874448
13,11,13,0.0125,0.0105,0.0125,300.06841223582535
14,11,13,0.0135,0.0105,0.0125,300.038975649038
15,11,13,0.0145,0.0105,0.0125,300.02091780079763
16,11,13,0.0155,0.0105,0.0125,300.01058775429004
17,11,13,0.0165,0.0105,0.0125,300.0050595462821
18,11,13,0.0175,0.0105,0.0125,300.0022848393198
19,11,13,0.0185,0.0105,0.0125,300.0009759333194
20,11,13,0.0195,0.0105,0.0125,300.0003946028866
21,11,13,0.0205,0.0105,0.0125,300.0001511488502
22,11,13,0.021500000000000002,0.0105,0.0125,300.00005488553995
23,11,13,0.0225,0.0105,0.0125,300.00001890600674
24,11,13,0.0235,0.0105,0.0125,300.0000061814123
25,11,13,0.0245,0.0105,0.0125,300.00000191936
26,11,13,0.025500000000000002,0.0105,0.0125,300.00000056626374
27,11,13,0.0265,0.0105,0.0125,300.0000001588055
28,11,13,0.0275,0.0105,0.0125,300.0000000423513
29,11,13,0.0285,0.0105,0.0125,300.0000000107441
30,11,13,0.029500000000000002,0.0105,0.0125,300.00000000259365
31,11,13,0.0305,0.0105,0.0125,300.0000000005966
32,11,13,0.0315,0.0105,0.0125,300.0000000001394
1,12,13,0.0005,0.0115,0.0125,300.1617160271429
2,12,13,0.0015,0.0115,0.0125,300.28877488903106
3,12,13,0.0025,0.0115,0.0125,300.4162014179943
4,12,13,0.0035,0.0115,0.0125,300.5159204881329
5,12,13,0.0045000000000000005,0.0115,0.0125,300.56853774646993
6,12,13,0.0055,0.0115,0.0125,300.5678423342388
7,12,13,0.006500000000000001,0.0115,0.0125,300.52025883085844
8,12,13,0.0075,0.0115,0.0125,300.44070556066424
9,12,13,0.0085,0.0115,0.0125,300.3470065008802
10,12,13,0.0095,0.0115,0.0125,300.2549382735274
11,12,13,0.0105,0.0115,0.0125,300.1752523382123
12,12,13,0.0115,0.0115,0.0125,300.1129726874448
13,12,13,0.0125,0.0115,0.0125,300.06841223582535
14,12,13,0.0135,0.0115,0.0125,300.038975649038
15,12,13,0.0145,0.0115,0.0125,300.02091780079763
16,12,13,0.0155,0.0115,0.0125,300.01058775429004
17,12,13,0.0165,0.0115,0.0125,300.0050595462821
18,12,13,0.0175,0.0115,0.0125,300.0022848393198
19,12,13,0.0185,0.0115,0.0125,300.0009759333194
20,12,13,0.0195,0.0115,0.0125,300.0003946028866
21,12,13,0.0205,0.0115,0.0125,300.0001511488502
22,12,13,0.021500000000000002,0.0115,0.0125,300.00005488553995
23,12,13,0.0225,0.0115,0.0125,300.00001890600674
24,12,13,0.0235,0.0115,0.0125,300.0000061814123
25,12,13,0.0245,0.0115,0.0125,300.00000191936
26,12,13,0.025500000000000002,0.0115,0.0125,300.00000056626374
27,12,13,0.0265,0.0115,0.0125,300.0000001588055
28,12,13,0.0275,0.0115,0.0125,300.0000000423513
29,12,13,0.0285,0.0115,0.0125,300.0000000107441
30,12,13,0.029500000000000002,0.0115,0.0125,300.00000000259365
31,12,13,0.0305,0.0115,0.0125,300.0000000005966
32,12,13,0.0315,0.0115,0.0125,300.0000000001394
1,13,13,0.0005,0.0125,0.0125,300.1617160271429
2,13,13,0.0015,0.0125,0.0125,300.28877488903106
3,13,13,0.0025,0.0125,0.0125,300.4162014179943
4,13,13,0.0035,0.0125,0.0125,300.5159204881329
5,13,13,0.0045000000000000005,0.0125,0.0125,300.56853774646993
6,13,13,0.0055,0.0125,0.0125,300.5678423342388
7,13,13,0.006500000000000001,0.0125,0.0125,300.52025883085844
8,13,13,0.0075,0.0125,0.0125,300.44070556066424
9,13,13,0.0085,0.0125,0.0125,300.3470065008802
10,13,13,0.0095,0.0125,0.0125,300.2549382735274
11,13,13,0.0105,0.0125,0.0125,300.1752523382123
12,13,13,0.0115,0.0125,0.0125,300.1129726874448
13,13,13,0.0125,0.0125,0.0125,300.06841223582535
14,13,13,0.0135,0.0125,0.0125,300.038975649038
15,13,13,0.0145,0.0125,0.0125,300.02091780079763
16,13,13,0.0155,0.0125,0.0125,300.01058775429004
17,13,13,0.0165,0.0125,0.0125,300.0050595462821
18,13,13,0.0175,0.0125,0.0125,300.0022848393198
19,13,13,0.0185,0.0125,0.0125,300.0009759333194
20,13,13,0.0195,0.0125,0.0125,300.0003946028866
21,13,13,0.0205,0.0125,0.0125,300.0001511488502
22,13,13,0.021500000000000002,0.0125,0.0125,300.00005488553995
23,13,13,0.0225,0.0125,0.0125,300.00001890600674
24,13,13,0.0235,0.0125,0.0125,300.0000061814123
25,13,13,0.0245,0.0125,0.0125,300.00000191936
26,13,13,0.025500000000000002,0.0125,0.0125,300.00000056626374
27,13,13,0.0265,0.0125,0.0125,300.0000001588055
28,13,13,0.0275,0.0125,0.0125,300.0000000423513
29,13,13,0.0285,0.0125,0.0125,300.0000000107441
30,13,13,0.029500000000000002,0.0125,0.0125,300.00000000259365
31,13,13,0.0305,0.0125,0.0125,300.0000000005966
32,13,13,0.0315,0.0125,0.0125,300.0000000001394
1,14,13,0.0005,0.0135,0.0125,300.1617160271429
2,14,13,0.0015,0.0135,0.0125,300.28877488903106
3,14,13,0.0025,0.0135,0.0125,300.4162014179943
4,14,13,0.0035,0.0135,0.0125,300.5159204881329
5,14,13,0.0045000000000000005,0.0135,0.0125,300.56853774646993
6,14,13,0.0055,0.0135,0.0125,300.5678423342388
7,14,13,0.006500000000000001,0.0135,0.0125,300.52025883085844
8,14,13,0.0075,0.0135,0.0125,300.44070556066424
9,14,13,0.0085,0.0135,0.0125,300.3470065008802
10,14,13,0.0095,0.0135,0.0125,300.2549382735274
11,14,13,0.0105,0.0135,0.0125,300.1752523382123
12,14,13,0.0115,0.0135,0.0125,300.1129726874448
13,14,13,0.0125,0.0135,0.0125,300.06841223582535
14,14,13,0.0135,0.0135,0.0125,300.038975649038
15,14,13,0.0145,0.0135,0.0125,300.02091780079763
16,14,13,0.0155,0.0135,0.0125,300.01058775429004
17,14,13,0.0165,0.0135,0.0125,300.0050595462821
18,14,13,0.0175,0.0135,0.0125,300.0022848393198
19,14,13,0.0185,0.0135,0.0125,300.0009759333194
20,14,13,0.0195,0.0135,0.0125,300.0003946028866
21,14,13,0.0205,0.0135,0.0125,300.0001511488502
22,14,13,0.021500000000000002,0.0135,0.0125,300.00005488553995
23,14,13,0.0225,0.0135,0.0125,300.00001890600674
24,14,13,0.0235,0.0135,0.0125,300.0000061814123
25,14,13,0.0245,0.0135,0.0125,300.00000191936
26,14,13,0.025500000000000002,0.0135,0.0125,300.00000056626374
27,14,13,0.0265,0.0135,0.0125,300.0000001588055
28,14,13,0.0275,0.0135,0.0125,300.0000000423513
29,14,13,0.0285,0.0135,0.0125,300.0000000107441
30,14,13,0.029500000000000002,0.0135,0.0125,300.00000000259365
31,14,13,0.0305,0.0135,0.0125,300.0000000005966
32,14,13,0.0315,0.0135,0.0125,300.0000000001394
1,15,13,0.0005,0.0145,0.0125,300.1617160271429
2,15,13,0.0015,0.0145,0.0125,300.28877488903106
3,15,13,0.0025,0.0145,0.0125,300.4162014179943
4,15,13,0.0035,0.0145,0.0125,300.5159204881329
5,15,13,0.0045000000000000005,0.0145,0.0125,300.56853774646993
6,15,13,0.0055,0.0145,0.0125,300.5678423342388
7,15,13,0.006500000000000001,0.0145,0.0125,300.52025883085844
8,15,13,0.0075,0.0145,0.0125,300.44070556066424
9,15,13,0.0085,0.0145,0.0125,300.3470065008802
10,15,13,0.0095,0.0145,0.0125,300.2549382735274
11,15,13,0.0105,0.0145,0.0125,300.1752523382123
12,15,13,0.0115,0.0145,0.0125,300.1129726874448
