i,j,k,x_center_m,y_center_m,z_center_m,temperature_k
3,10,9,0.0025,0.0095,0.0085,312.449088645759
4,10,9,0.0035,0.0095,0.0085,312.00257433046653
5,10,9,0.0045000000000000005,0.0095,0.0085,310.903889889646
6,10,9,0.0055,0.0095,0.0085,309.40166009435046
7,10,9,0.006500000000000001,0.0095,0.0085,307.70509758897344
8,10,9,0.0075,0.0095,0.0085,305.99930001510955
9,10,9,0.0085,0.0095,0.0085,304.43356361034563
10,10,9,0.0095,0.0095,0.0085,303.10693581451676
11,10,9,0.0105,0.0095,0.0085,302.0631534773101
12,10,9,0.0115,0.0095,0.0085,301.2976474042112
13,10,9,0.0125,0.0095,0.0085,300.77289231819145
14,10,9,0.0135,0.0095,0.0085,300.43593158880367
15,10,9,0.0145,0.0095,0.0085,300.23287631943083
16,10,9,0.0155,0.0095,0.0085,300.11785944255814
17,10,9,0.0165,0.0095,0.0085,300.056532643742
18,10,9,0.0175,0.0095,0.0085,300.0257111328565
19,10,9,0.0185,0.0095,0.0085,300.01109274162445
20,10,9,0.0195,0.0095,0.0085,300.0045422493256
21,10,9,0.0205,0.0095,0.0085,300.0017661995611
22,10,9,0.021500000000000002,0.0095,0.0085,300.00065247906326
23,10,9,0.0225,0.0095,0.0085,300.000229122565
24,10,9,0.0235,0.0095,0.0085,300.00007651602425
25,10,9,0.0245,0.0095,0.0085,300.000024311908
26,10,9,0.025500000000000002,0.0095,0.0085,300.0000073528389
27,10,9,0.0265,0.0095,0.0085,300.00000211755514
28,10,9,0.0275,0.0095,0.0085,300.00000058092286
29,10,9,0.0285,0.0095,0.0085,300.00000015186305
30,10,9,0.029500000000000002,0.0095,0.0085,300.00000003784214
31,10,9,0.0305,0.0095,0.0085,300.00000000900195
32,10,9,0.0315,0.0095,0.0085,300.000000002183
1,11,9,0.0005,0.0105,0.0085,309.51845939911743
2,11,9,0.0015,0.0105,0.0085,311.8694590280506
3,11,9,0.0025,0.0105,0.0085,312.449088645759
4,11,9,0.0035,0.0105,0.0085,312.00257433046653
5,11,9,0.0045000000000000005,0.0105,0.0085,310.903889889646
6,11,9,0.0055,0.0105,0.0085,309.40166009435046
7,11,9,0.006500000000000001,0.0105,0.0085,307.70509758897344
8,11,9,0.0075,0.0105,0.0085,305.99930001510955
9,11,9,0.0085,0.0105,0.0085,304.43356361034563
10,11,9,0.0095,0.0105,0.0085,303.10693581451676
11,11,9,0.0105,0.0105,0.0085,302.0631534773101
12,11,9,0.0115,0.0105,0.0085,301.2976474042112
13,11,9,0.0125,0.0105,0.0085,300.77289231819145
14,11,9,0.0135,0.0105,0.0085,300.43593158880367
15,11,9,0.0145,0.0105,0.0085,300.23287631943083
16,11,9,0.0155,0.0105,0.0085,300.11785944255814
17,11,9,0.0165,0.0105,0.0085,300.056532643742
18,11,9,0.0175,0.0105,0.0085,300.0257111328565
19,11,9,0.0185,0.0105,0.0085,300.01109274162445
20,11,9,0.0195,0.0105,0.0085,300.0045422493256
21,11,9,0.0205,0.0105,0.0085,300.0017661995611
22,11,9,0.021500000000000002,0.0105,0.0085,300.00065247906326
23,11,9,0.0225,0.0105,0.0085,300.000229122565
24,11,9,0.0235,0.0105,0.0085,300.00007651602425
25,11,9,0.0245,0.0105,0.0085,300.000024311908
26,11,9,0.025500000000000002,0.0105,0.0085,300.0000073528389
27,11,9,0.0265,0.0105,0.0085,300.00000211755514
28,11,9,0.0275,0.0105,0.0085,300.00000058092286
29,11,9,0.0285,0.0105,0.0085,300.00000015186305
30,11,9,0.029500000000000002,0.0105,0.0085,300.00000003784214
31,11,9,0.0305,0.0105,0.0085,300.00000000900195
32,11,9,0.0315,0.0105,0.0085,300.000000002183
1,12,9,0.0005,0.0115,0.0085,309.51845939911743
2,12,9,0.0015,0.0115,0.0085,311.8694590280506
3,12,9,0.0025,0.0115,0.0085,312.449088645759
4,12,9,0.0035,0.0115,0.0085,312.00257433046653
5,12,9,0.0045000000000000005,0.0115,0.0085,310.903889889646
6,12,9,0.0055,0.0115,0.0085,309.40166009435046
7,12,9,0.006500000000000001,0.0115,0.0085,307.70509758897344
8,12,9,0.0075,0.0115,0.0085,305.99930001510955
9,12,9,0.0085,0.0115,0.0085,304.43356361034563
10,12,9,0.0095,0.0115,0.0085,303.10693581451676
11,12,9,0.0105,0.0115,0.0085,302.0631534773101
12,12,9,0.0115,0.0115,0.0085,301.2976474042112
13,12,9,0.0125,0.0115,0.0085,300.77289231819145
14,12,9,0.0135,0.0115,0.0085,300.43593158880367
15,12,9,0.0145,0.0115,0.0085,300.23287631943083
16,12,9,0.0155,0.0115,0.0085,300.11785944255814
17,12,9,0.0165,0.0115,0.0085,300.056532643742
18,12,9,0.0175,0.0115,0.0085,300.0257111328565
19,12,9,0.0185,0.0115,0.0085,300.01109274162445
20,12,9,0.0195,0.0115,0.0085,300.0045422493256
21,12,9,0.0205,0.0115,0.0085,300.0017661995611
22,12,9,0.021500000000000002,0.0115,0.0085,300.00065247906326
23,12,9,0.0225,0.0115,0.0085,300.000229122565
24,12,9,0.0235,0.0115,0.0085,300.00007651602425
25,12,9,0.0245,0.0115,0.0085,300.000024311908
26,12,9,0.025500000000000002,0.0115,0.0085,300.0000073528389
27,12,9,0.0265,0.0115,0.0085,300.00000211755514
28,12,9,0.0275,0.0115,0.0085,300.00000058092286
29,12,9,0.0285,0.0115,0.0085,300.00000015186305
30,12,9,0.029500000000000002,0.0115,0.0085,300.00000003784214
31,12,9,0.0305,0.0115,0.0085,300.00000000900195
32,12,9,0.0315,0.0115,0.0085,300.000000002183
1,13,9,0.0005,0.0125,0.0085,309.51845939911743
2,13,9,0.0015,0.0125,0.0085,311.8694590280506
3,13,9,0.0025,0.0125,0.0085,312.449088645759
4,13,9,0.0035,0.0125,0.0085,312.00257433046653
5,13,9,0.0045000000000000005,0.0125,0.0085,310.903889889646
6,13,9,0.0055,0.0125,0.0085,309.40166009435046
7,13,9,0.006500000000000001,0.0125,0.0085,307.70509758897344
8,13,9,0.0075,0.0125,0.0085,305.99930001510955
9,13,9,0.0085,0.0125,0.0085,304.43356361034563
10,13,9,0.0095,0.0125,0.0085,303.10693581451676
11,13,9,0.0105,0.0125,0.0085,302.0631534773101
12,13,9,0.0115,0.0125,0.0085,301.2976474042112
13,13,9,0.0125,0.0125,0.0085,300.77289231819145
14,13,9,0.0135,0.0125,0.0085,300.43593158880367
15,13,9,0.0145,0.0125,0.0085,300.23287631943083
16,13,9,0.0155,0.0125,0.0085,300.11785944255814
17,13,9,0.0165,0.0125,0.0085,300.056532643742
18,13,9,0.0175,0.0125,0.0085,300.0257111328565
19,13,9,0.0185,0.0125,0.0085,300.01109274162445
20,13,9,0.0195,0.0125,0.0085,300.0045422493256
21,13,9,0.0205,0.0125,0.0085,300.0017661995611
22,13,9,0.021500000000000002,0.0125,0.0085,300.00065247906326
23,13,9,0.0225,0.0125,0.0085,300.000229122565
24,13,9,0.0235,0.0125,0.0085,300.00007651602425
25,13,9,0.0245,0.0125,0.0085,300.000024311908
26,13,9,0.025500000000000002,0.0125,0.0085,300.0000073528389
27,13,9,0.0265,0.0125,0.0085,300.00000211755514
28,13,9,0.0275,0.0125,0.0085,300.00000058092286
29,13,9,0.0285,0.0125,0.0085,300.00000015186305
30,13,9,0.029500000000000002,0.0125,0.0085,300.00000003784214
31,13,9,0.0305,0.0125,0.0085,300.00000000900195
32,13,9,0.0315,0.0125,0.0085,300.000000002183
1,14,9,0.0005,0.0135,0.0085,309.51845939911743
2,14,9,0.0015,0.0135,0.0085,311.8694590280506
3,14,9,0.0025,0.0135,0.0085,312.449088645759
4,14,9,0.0035,0.0135,0.0085,312.00257433046653
5,14,9,0.0045000000000000005,0.0135,0.0085,310.903889889646
6,14,9,0.0055,0.0135,0.0085,309.40166009435046
7,14,9,0.006500000000000001,0.0135,0.0085,307.70509758897344
8,14,9,0.0075,0.0135,0.0085,305.99930001510955
9,14,9,0.0085,0.0135,0.0085,304.43356361034563
10,14,9,0.0095,0.0135,0.0085,303.10693581451676
11,14,9,0.0105,0.0135,0.0085,302.0631534773101
12,14,9,0.0115,0.0135,0.0085,301.2976474042112
13,14,9,0.0125,0.0135,0.0085,300.77289231819145
14,14,9,0.0135,0.0135,0.0085,300.43593158880367
15,14,9,0.0145,0.0135,0.0085,300.23287631943083
16,14,9,0.0155,0.0135,0.0085,300.11785944255814
17,14,9,0.0165,0.0135,0.0085,300.056532643742
18,14,9,0.0175,0.0135,0.0085,300.0257111328565
19,14,9,0.0185,0.0135,0.0085,300.01109274162445
20,14,9,0.0195,0.0135,0.0085,300.0045422493256
21,14,9,0.0205,0.0135,0.0085,300.0017661995611
22,14,9,0.021500000000000002,0.0135,0.0085,300.00065247906326
23,14,9,0.0225,0.0135,0.0085,300.000229122565
24,14,9,0.0235,0.0135,0.0085,300.00007651602425
25,14,9,0.0245,0.0135,0.0085,300.000024311908
26,14,9,0.025500000000000002,0.0135,0.0085,300.0000073528389
27,14,9,0.0265,0.0135,0.0085,300.00000211755514
28,14,9,0.0275,0.0135,0.0085,300.00000058092286
29,14,9,0.0285,0.0135,0.0085,300.00000015186305
30,14,9,0.029500000000000002,0.0135,0.0085,300.00000003784214
31,14,9,0.0305,0.0135,0.0085,300.00000000900195
32,14,9,0.0315,0.0135,0.0085,300.000000002183
1,15,9,0.0005,0.0145,0.0085,309.51845939911743
2,15,9,0.0015,0.0145,0.0085,311.8694590280506
3,15,9,0.0025,0.0145,0.0085,312.449088645759
4,15,9,0.0035,0.0145,0.0085,312.00257433046653
5,15,9,0.0045000000000000005,0.0145,0.0085,310.903889889646
6,15,9,0.0055,0.0145,0.0085,309.40166009435046
7,15,9,0.006500000000000001,0.0145,0.0085,307.70509758897344
8,15,9,0.0075,0.0145,0.0085,305.99930001510955
9,15,9,0.0085,0.0145,0.0085,304.43356361034563
10,15,9,0.0095,0.0145,0.0085,303.10693581451676
11,15,9,0.0105,0.0145,0.0085,302.0631534773101
12,15,9,0.0115,0.0145,0.0085,301.2976474042112
13,15,9,0.0125,0.0145,0.0085,300.77289231819145
14,15,9,0.0135,0.0145,0.0085,300.43593158880367
15,15,9,0.0145,0.0145,0.0085,300.23287631943083
16,15,9,0.0155,0.0145,0.0085,300.11785944255814
17,15,9,0.0165,0.0145,0.0085,300.056532643742
18,15,9,0.0175,0.0145,0.0085,300.0257111328565
19,15,9,0.0185,0.0145,0.0085,300.01109274162445
20,15,9,0.0195,0.0145,0.0085,300.0045422493256
21,15,9,0.0205,0.0145,0.0085,300.0017661995611
22,15,9,0.021500000000000002,0.0145,0.0085,300.00065247906326
23,15,9,0.0225,0.0145,0.0085,300.000229122565
24,15,9,0.0235,0.0145,0.0085,300.00007651602425
25,15,9,0.0245,0.0145,0.0085,300.000024311908
26,15,9,0.025500000000000002,0.0145,0.0085,300.0000073528389
27,15,9,0.0265,0.0145,0.0085,300.00000211755514
28,15,9,0.0275,0.0145,0.0085,300.00000058092286
29,15,9,0.0285,0.0145,0.0085,300.00000015186305
30,15,9,0.029500000000000002,0.0145,0.0085,300.00000003784214
31,15,9,0.0305,0.0145,0.0085,300.00000000900195
32,15,9,0.0315,0.0145,0.0085,300.000000002183
1,16,9,0.0005,0.0155,0.0085,309.51845939911743
2,16,9,0.0015,0.0155,0.0085,311.8694590280506
3,16,9,0.0025,0.0155,0.0085,312.449088645759
4,16,9,0.0035,0.0155,0.0085,312.00257433046653
5,16,9,0.0045000000000000005,0.0155,0.0085,310.903889889646
6,16,9,0.0055,0.0155,0.0085,309.40166009435046
7,16,9,0.006500000000000001,0.0155,0.0085,307.70509758897344
8,16,9,0.0075,0.0155,0.0085,305.99930001510955
9,16,9,0.0085,0.0155,0.0085,304.43356361034563
10,16,9,0.0095,0.0155,0.0085,303.10693581451676
11,16,9,0.0105,0.0155,0.0085,302.0631534773101
12,16,9,0.0115,0.0155,0.0085,301.2976474042112
13,16,9,0.0125,0.0155,0.0085,300.77289231819145
14,16,9,0.0135,0.0155,0.0085,300.43593158880367
15,16,9,0.0145,0.0155,0.0085,300.23287631943083
16,16,9,0.0155,0.0155,0.0085,300.11785944255814
17,16,9,0.0165,0.0155,0.0085,300.056532643742
18,16,9,0.0175,0.0155,0.0085,300.0257111328565
19,16,9,0.0185,0.0155,0.0085,300.01109274162445
20,16,9,0.0195,0.0155,0.0085,300.0045422493256
21,16,9,0.0205,0.0155,0.0085,300.0017661995611
22,16,9,0.021500000000000002,0.0155,0.0085,300.00065247906326
23,16,9,0.0225,0.0155,0.0085,300.000229122565
24,16,9,0.0235,0.0155,0.0085,300.00007651602425
25,16,9,0.0245,0.0155,0.0085,300.000024311908
26,16,9,0.025500000000000002,0.0155,0.0085,300.0000073528389
27,16,9,0.0265,0.0155,0.0085,300.00000211755514
28,16,9,0.0275,0.0155,0.0085,300.00000058092286
29,16,9,0.0285,0.0155,0.0085,300.00000015186305
30,16,9,0.029500000000000002,0.0155,0.0085,300.00000003784214
31,16,9,0.0305,0.0155,0.0085,300.00000000900195
32,16,9,0.0315,0.0155,0.0085,300.000000002183
1,1,10,0.0005,0.0005,0.0095,303.3704068741315
2,1,10,0.0015,0.0005,0.0095,305.0222552228297
3,1,10,0.0025,0.0005,0.0095,305.9996905613251
4,1,10,0.0035,0.0005,0.0095,306.3267110450772
5,1,10,0.0045000000000000005,0.0005,0.0095,306.1139486755119
6,1,10,0.0055,0.0005,0.0095,305.5040608574948
7,1,10,0.006500000000000001,0.0005,0.0095,304.65076164159916
8,1,10,0.0075,0.0005,0.0095,303.7013220909675
9,1,10,0.0085,0.0005,0.0095,302.7789965244966
10,1,10,0.0095,0.0005,0.0095,301.9699855594809
11,1,10,0.0105,0.0005,0.0095,301.3191100657685
12,1,10,0.0115,0.0005,0.0095,300.83463414411546
13,1,10,0.0125,0.0005,0.0095,300.4991870647569
14,1,10,0.0135,0.0005,0.0095,300.2823293282106
15,1,10,0.0145,0.0005,0.0095,300.15106720349115
16,1,10,0.0155,0.0005,0.0095,300.076510732057
17,1,10,0.0165,0.0005,0.0095,300.036698191694
18,1,10,0.0175,0.0005,0.0095,300.0166793695435
19,1,10,0.0185,0.0005,0.0095,300.0071874523285
20,1,10,0.0195,0.0005,0.0095,300.00293818456623
21,1,10,0.0205,0.0005,0.0095,300.00114008461037
22,1,10,0.021500000000000002,0.0005,0.0095,300.0004201339765
23,1,10,0.0225,0.0005,0.0095,300.0001471164112
24,1,10,0.0235,0.0005,0.0095,300.00004897517465
25,1,10,0.0245,0.0005,0.0095,300.0000155073958
26,1,10,0.025500000000000002,0.0005,0.0095,300.0000046724265
27,1,10,0.0265,0.0005,0.0095,300.00000134018535
28,1,10,0.0275,0.0005,0.0095,300.00000036607383
29,1,10,0.0285,0.0005,0.0095,300.00000009525786
30,1,10,0.029500000000000002,0.0005,0.0095,300.0000000236211
31,1,10,0.0305,0.0005,0.0095,300.0000000055899
32,1,10,0.0315,0.0005,0.0095,300.0000000013478
1,2,10,0.0005,0.0015,0.0095,303.3704068741315
2,2,10,0.0015,0.0015,0.0095,305.0222552228297
3,2,10,0.0025,0.0015,0.0095,305.9996905613251
4,2,10,0.0035,0.0015,0.0095,306.3267110450772
5,2,10,0.0045000000000000005,0.0015,0.0095,306.1139486755119
6,2,10,0.0055,0.0015,0.0095,305.5040608574948
7,2,10,0.006500000000000001,0.0015,0.0095,304.65076164159916
8,2,10,0.0075,0.0015,0.0095,303.7013220909675
9,2,10,0.0085,0.0015,0.0095,302.7789965244966
10,2,10,0.0095,0.0015,0.0095,301.9699855594809
11,2,10,0.0105,0.0015,0.0095,301.3191100657685
12,2,10,0.0115,0.0015,0.0095,300.83463414411546
13,2,10,0.0125,0.0015,0.0095,300.4991870647569
14,2,10,0.0135,0.0015,0.0095,300.2823293282106
15,2,10,0.0145,0.0015,0.0095,300.15106720349115
16,2,10,0.0155,0.0015,0.0095,300.076510732057
17,2,10,0.0165,0.0015,0.0095,300.036698191694
18,2,10,0.0175,0.0015,0.0095,300.0166793695435
19,2,10,0.0185,0.0015,0.0095,300.0071874523285
20,2,10,0.0195,0.0015,0.0095,300.00293818456623
21,2,10,0.0205,0.0015,0.0095,300.00114008461037
22,2,10,0.021500000000000002,0.0015,0.0095,300.0004201339765
23,2,10,0.0225,0.0015,0.0095,300.0001471164112
24,2,10,0.0235,0.0015,0.0095,300.00004897517465
25,2,10,0.0245,0.0015,0.0095,300.0000155073958
26,2,10,0.025500000000000002,0.0015,0.0095,300.0000046724265
27,2,10,0.0265,0.0015,0.0095,300.00000134018535
28,2,10,0.0275,0.0015,0.0095,300.00000036607383
29,2,10,0.0285,0.0015,0.0095,300.00000009525786
30,2,10,0.029500000000000002,0.0015,0.0095,300.0000000236211
31,2,10,0.0305,0.0015,0.0095,300.0000000055899
32,2,10,0.0315,0.0015,0.0095,300.0000000013478
1,3,10,0.0005,0.0025,0.0095,303.3704068741315
2,3,10,0.0015,0.0025,0.0095,305.0222552228297
3,3,10,0.0025,0.0025,0.0095,305.9996905613251
4,3,10,0.0035,0.0025,0.0095,306.3267110450772
5,3,10,0.0045000000000000005,0.0025,0.0095,306.1139486755119
6,3,10,0.0055,0.0025,0.0095,305.5040608574948
7,3,10,0.006500000000000001,0.0025,0.0095,304.65076164159916
8,3,10,0.0075,0.0025,0.0095,303.7013220909675
9,3,10,0.0085,0.0025,0.0095,302.7789965244966
10,3,10,0.0095,0.0025,0.0095,301.9699855594809
11,3,10,0.0105,0.0025,0.0095,301.3191100657685
12,3,10,0.0115,0.0025,0.0095,300.83463414411546
13,3,10,0.0125,0.0025,0.0095,300.4991870647569
14,3,10,0.0135,0.0025,0.0095,300.2823293282106
15,3,10,0.0145,0.0025,0.0095,300.15106720349115
16,3,10,0.0155,0.0025,0.0095,300.076510732057
17,3,10,0.0165,0.0025,0.0095,300.036698191694
18,3,10,0.0175,0.0025,0.0095,300.0166793695435
19,3,10,0.0185,0.0025,0.0095,300.0071874523285
20,3,10,0.0195,0.0025,0.0095,300.00293818456623
21,3,10,0.0205,0.0025,0.0095,300.00114008461037
22,3,10,0.021500000000000002,0.0025,0.0095,300.0004201339765
23,3,10,0.0225,0.0025,0.0095,300.0001471164112
24,3,10,0.0235,0.0025,0.0095,300.00004897517465
25,3,10,0.0245,0.0025,0.0095,300.0000155073958
26,3,10,0.025500000000000002,0.0025,0.0095,300.0000046724265
27,3,10,0.0265,0.0025,0.0095,300.00000134018535
28,3,10,0.0275,0.0025,0.0095,300.00000036607383
29,3,10,0.0285,0.0025,0.0095,300.00000009525786
30,3,10,0.029500000000000002,0.0025,0.0095,300.0000000236211
31,3,10,0.0305,0.0025,0.0095,300.0000000055899
32,3,10,0.0315,0.0025,0.0095,300.0000000013478
1,4,10,0.0005,0.0035,0.0095,303.3704068741315
2,4,10,0.0015,0.0035,0.0095,305.0222552228297
3,4,10,0.0025,0.0035,0.0095,305.9996905613251
4,4,10,0.0035,0.0035,0.0095,306.3267110450772
5,4,10,0.0045000000000000005,0.0035,0.0095,306.1139486755119
6,4,10,0.0055,0.0035,0.0095,305.5040608574948
7,4,10,0.006500000000000001,0.0035,0.0095,304.65076164159916
8,4,10,0.0075,0.0035,0.0095,303.7013220909675
9,4,10,0.0085,0.0035,0.0095,302.7789965244966
10,4,10,0.0095,0.0035,0.0095,301.9699855594809
11,4,10,0.0105,0.0035,0.0095,301.3191100657685
12,4,10,0.0115,0.0035,0.0095,300.83463414411546
13,4,10,0.0125,0.0035,0.0095,300.4991870647569
14,4,10,0.0135,0.0035,0.0095,300.2823293282106
15,4,10,0.0145,0.0035,0.0095,300.15106720349115
16,4,10,0.0155,0.0035,0.0095,300.076510732057
17,4,10,0.0165,0.0035,0.0095,300.036698191694
18,4,10,0.0175,0.0035,0.0095,300.0166793695435
19,4,10,0.0185,0.0035,0.0095,300.0071874523285
20,4,10,0.0195,0.0035,0.0095,300.00293818456623
21,4,10,0.0205,0.0035,0.0095,300.00114008461037
22,4,10,0.021500000000000002,0.0035,0.0095,300.0004201339765
23,4,10,0.0225,0.0035,0.0095,300.0001471164112
24,4,10,0.0235,0.0035,0.0095,300.00004897517465
25,4,10,0.0245,0.0035,0.0095,300.0000155073958
26,4,10,0.025500000000000002,0.0035,0.0095,300.0000046724265
27,4,10,0.0265,0.0035,0.0095,300.00000134018535
28,4,10,0.0275,0.0035,0.0095,300.00000036607383
29,4,10,0.0285,0.0035,0.0095,300.00000009525786
30,4,10,0.029500000000000002,0.0035,0.0095,300.0000000236211
31,4,10,0.0305,0.0035,0.0095,300.0000000055899
32,4,10,0.0315,0.0035,0.0095,300.0000000013478
1,5,10,0.0005,0.0045000000000000005,0.0095,303.3704068741315
2,5,10,0.0015,0.0045000000000000005,0.0095,305.0222552228297
3,5,10,0.0025,0.0045000000000000005,0.0095,305.9996905613251
4,5,10,0.0035,0.0045000000000000005,0.0095,306.3267110450772
5,5,10,0.0045000000000000005,0.0045000000000000005,0.0095,306.1139486755119
6,5,10,0.0055,0.0045000000000000005,0.0095,305.5040608574948
7,5,10,0.006500000000000001,0.0045000000000000005,0.0095,304.65076164159916
8,5,10,0.0075,0.0045000000000000005,0.0095,303.7013220909675
9,5,10,0.0085,0.0045000000000000005,0.0095,302.7789965244966
10,5,10,0.0095,0.0045000000000000005,0.0095,301.9699855594809
11,5,10,0.0105,0.0045000000000000005,0.0095,301.3191100657685
12,5,10,0.0115,0.0045000000000000005,0.0095,300.83463414411546
13,5,10,0.0125,0.0045000000000000005,0.0095,300.4991870647569
14,5,10,0.0135,0.0045000000000000005,0.0095,300.2823293282106
15,5,10,0.0145,0.0045000000000000005,0.0095,300.15106720349115
16,5,10,0.0155,0.0045000000000000005,0.0095,300.076510732057
17,5,10,0.0165,0.0045000000000000005,0.0095,300.036698191694
18,5,10,0.0175,0.0045000000000000005,0.0095,300.0166793695435
19,5,10,0.0185,0.0045000000000000005,0.0095,300.0071874523285
20,5,10,0.0195,0.0045000000000000005,0.0095,300.00293818456623
21,5,10,0.0205,0.0045000000000000005,0.0095,300.00114008461037
22,5,10,0.021500000000000002,0.0045000000000000005,0.0095,300.0004201339765
23,5,10,0.0225,0.0045000000000000005,0.0095,300.0001471164112
24,5,10,0.0235,0.0045000000000000005,0.0095,300.00004897517465
25,5,10,0.0245,0.0045000000000000005,0.0095,300.0000155073958
26,5,10,0.025500000000000002,0.0045000000000000005,0.0095,300.0000046724265
27,5,10,0.0265,0.0045000000000000005,0.0095,300.00000134018535
28,5,10,0.0275,0.0045000000000000005,0.0095,300.00000036607383
29,5,10,0.0285,0.0045000000000000005,0.0095,300.00000009525786
30,5,10,0.029500000000000002,0.0045000000000000005,0.0095,300.0000000236211
31,5,10,0.0305,0.0045000000000000005,0.0095,300.0000000055899
32,5,10,0.0315,0.0045000000000000005,0.0095,300.0000000013478
1,6,10,0.0005,0.0055,0.0095,303.3704068741315
2,6,10,0.0015,0.0055,0.0095,305.0222552228297
3,6,10,0.0025,0.0055,0.0095,305.9996905613251
4,6,10,0.0035,0.0055,0.0095,306.3267110450772
5,6,10,0.0045000000000000005,0.0055,0.0095,306.1139486755119
6,6,10,0.0055,0.0055,0.0095,305.5040608574948
7,6,10,0.006500000000000001,0.0055,0.0095,304.65076164159916
8,6,10,0.0075,0.0055,0.0095,303.7013220909675
9,6,10,0.0085,0.0055,0.0095,302.7789965244966
10,6,10,0.0095,0.0055,0.0095,301.9699855594809
11,6,10,0.0105,0.0055,0.0095,301.3191100657685
12,6,10,0.0115,0.0055,0.0095,300.83463414411546
13,6,10,0.0125,0.0055,0.0095,300.4991870647569
14,6,10,0.0135,0.0055,0.0095,300.2823293282106
15,6,10,0.0145,0.0055,0.0095,300.15106720349115
16,6,10,0.0155,0.0055,0.0095,300.076510732057
17,6,10,0.0165,0.0055,0.0095,300.036698191694
18,6,10,0.0175,0.0055,0.0095,300.0166793695435
19,6,10,0.0185,0.0055,0.0095,300.0071874523285
20,6,10,0.0195,0.0055,0.0095,300.00293818456623
21,6,10,0.0205,0.0055,0.0095,300.00114008461037
22,6,10,0.021500000000000002,0.0055,0.0095,300.0004201339765
23,6,10,0.0225,0.0055,0.0095,300.0001471164112
24,6,10,0.0235,0.0055,0.0095,300.00004897517465
25,6,10,0.0245,0.0055,0.0095,300.0000155073958
26,6,10,0.025500000000000002,0.0055,0.0095,300.0000046724265
27,6,10,0.0265,0.0055,0.0095,300.00000134018535
28,6,10,0.0275,0.0055,0.0095,300.00000036607383
29,6,10,0.0285,0.0055,0.0095,300.00000009525786
30,6,10,0.029500000000000002,0.0055,0.0095,300.0000000236211
31,6,10,0.0305,0.0055,0.0095,300.0000000055899
32,6,10,0.0315,0.0055,0.0095,300.0000000013478
1,7,10,0.0005,0.006500000000000001,0.0095,303.3704068741315
2,7,10,0.0015,0.006500000000000001,0.0095,305.0222552228297
3,7,10,0.0025,0.006500000000000001,0.0095,305.9996905613251
4,7,10,0.0035,0.006500000000000001,0.0095,306.3267110450772
5,7,10,0.0045000000000000005,0.006500000000000001,0.0095,306.1139486755119
6,7,10,0.0055,0.006500000000000001,0.0095,305.5040608574948
7,7,10,0.006500000000000001,0.006500000000000001,0.0095,304.65076164159916
8,7,10,0.0075,0.006500000000000001,0.0095,303.7013220909675
9,7,10,0.0085,0.006500000000000001,0.0095,302.7789965244966
10,7,10,0.0095,0.006500000000000001,0.0095,301.9699855594809
11,7,10,0.0105,0.006500000000000001,0.0095,301.3191100657685
12,7,10,0.0115,0.006500000000000001,0.0095,300.83463414411546
13,7,10,0.0125,0.006500000000000001,0.0095,300.4991870647569
14,7,10,0.0135,0.006500000000000001,0.0095,300.2823293282106
15,7,10,0.0145,0.006500000000000001,0.0095,300.15106720349115
16,7,10,0.0155,0.006500000000000001,0.0095,300.076510732057
17,7,10,0.0165,0.006500000000000001,0.0095,300.036698191694
18,7,10,0.0175,0.006500000000000001,0.0095,300.0166793695435
19,7,10,0.0185,0.006500000000000001,0.0095,300.0071874523285
20,7,10,0.0195,0.006500000000000001,0.0095,300.00293818456623
21,7,10,0.0205,0.006500000000000001,0.0095,300.00114008461037
22,7,10,0.021500000000000002,0.006500000000000001,0.0095,300.0004201339765
23,7,10,0.0225,0.006500000000000001,0.0095,300.0001471164112
24,7,10,0.0235,0.006500000000000001,0.0095,300.00004897517465
25,7,10,0.0245,0.006500000000000001,0.0095,300.0000155073958
26,7,10,0.025500000000000002,0.006500000000000001,0.0095,300.0000046724265
27,7,10,0.0265,0.006500000000000001,0.0095,300.00000134018535
28,7,10,0.0275,0.006500000000000001,0.0095,300.00000036607383
29,7,10,0.0285,0.006500000000000001,0.0095,300.00000009525786
30,7,10,0.029500000000000002,0.006500000000000001,0.0095,300.0000000236211
31,7,10,0.0305,0.006500000000000001,0.0095,300.0000000055899
32,7,10,0.0315,0.006500000000000001,0.0095,300.0000000013478
1,8,10,0.0005,0.0075,0.0095,303.3704068741315
2,8,10,0.0015,0.0075,0.0095,305.0222552228297
3,8,10,0.0025,0.0075,0.0095,305.9996905613251
4,8,10,0.0035,0.0075,0.0095,306.3267110450772
5,8,10,0.0045000000000000005,0.0075,0.0095,306.1139486755119
6,8,10,0.0055,0.0075,0.0095,305.5040608574948
7,8,10,0.006500000000000001,0.0075,0.0095,304.65076164159916
8,8,10,0.0075,0.0075,0.0095,303.7013220909675
9,8,10,0.0085,0.0075,0.0095,302.7789965244966
10,8,10,0.0095,0.0075,0.0095,301.9699855594809
11,8,10,0.0105,0.0075,0.0095,301.3191100657685
12,8,10,0.0115,0.0075,0.0095,300.83463414411546
13,8,10,0.0125,0.0075,0.0095,300.4991870647569
14,8,10,0.0135,0.0075,0.0095,300.2823293282106
15,8,10,0.0145,0.0075,0.0095,300.15106720349115
16,8,10,0.0155,0.0075,0.0095,300.076510732057
17,8,10,0.0165,0.0075,0.0095,300.036698191694
